_id,deviceId,resolution,frame_rate,lens_type,lens_focal_length,iris_type,iris_range,day_night_mode,min_illumination,wdr,noise_reduction,backlight_compensation,image_flip,image_rotation,device_type,sensor_type,power_source,weatherproof_rating,operating_temperature,storage_temperature,dimensions,weight,audio_input,audio_output,power_over_ethernet,wireless,storage
661de149f4011c2dd68ffa55,Device_28,1280x720,60 fps,Varifocal,8mm,Fixed,F4.0,Day,0.05 lux,On,3D DNR,Off,Off,90°,Bullet,CCD,PoE,IP65,-20°C to 50°C,-40°C to 70°C,150x150x150mm,1kg,No audio input,Built-in speaker,Non-PoE,None,External hard drive
661de149f4011c2dd68ffa56,Device_29,1280x720,30 fps,Fixed,8mm,Fixed,F4.0,Day,0.05 lux,On,2D DNR,On,On,180°,PTZ,CMOS,PoE,IP66,0°C to 40°C,-40°C to 70°C,200x200x200mm,2kg,No audio input,No audio output,PoE,Bluetooth,SD card
661de149f4011c2dd68ffa57,Device_30,1280x720,120 fps,Varifocal,4mm,Fixed,F2.0,Day,0.01 lux,On,2D DNR,Off,On,270°,Bullet,CMOS,12V DC,IP65,0°C to 40°C,-20°C to 80°C,200x200x200mm,3kg,No audio input,Built-in speaker,PoE,Bluetooth,Internal memory
661de149f4011c2dd68ffa58,Device_31,1920x1080,30 fps,Fixed,6mm,Fixed,F2.8,Day,0.01 lux,On,3D DNR,Off,On,270°,Dome,CMOS,12V DC,IP67,-20°C to 50°C,0°C to 60°C,100x100x100mm,3kg,No audio input,Built-in speaker,Non-PoE,Wi-Fi,Internal memory
661de149f4011c2dd68ffa59,Device_32,1280x720,60 fps,Fixed,6mm,Fixed,F2.8,Auto,0.1 lux,Off,No DNR,On,On,180°,Bullet,CCD,PoE,IP65,-20°C to 50°C,-40°C to 70°C,100x100x100mm,2kg,External microphone,No audio output,Non-PoE,Wi-Fi,MicroSD card
661de149f4011c2dd68ffa5a,Device_33,1280x720,120 fps,Varifocal,4mm,Fixed,F2.8,Day,0.01 lux,Off,2D DNR,On,On,90°,Bullet,CMOS,PoE,IP67,-10°C to 60°C,0°C to 60°C,100x100x100mm,3kg,External microphone,Built-in speaker,Non-PoE,Wi-Fi,External hard drive
661de149f4011c2dd68ffa5b,Device_34,2560x1440,30 fps,Fixed,4mm,Auto,F4.0,Auto,0.01 lux,Off,No DNR,Off,On,270°,PTZ,CCD,12V DC,IP65,0°C to 40°C,-20°C to 80°C,200x200x200mm,2kg,External microphone,External speaker,PoE,None,SD card
661de149f4011c2dd68ffa5c,Device_35,1280x720,30 fps,Varifocal,6mm,Fixed,F2.8,Night,0.01 lux,On,No DNR,Off,On,180°,Dome,CMOS,24V AC,IP65,-20°C to 50°C,0°C to 60°C,100x100x100mm,1kg,External microphone,External speaker,Non-PoE,Bluetooth,External hard drive
661de14af4011c2dd68ffa5d,Device_36,1280x720,120 fps,Fixed,6mm,Auto,F2.0,Day,0.01 lux,On,No DNR,On,Off,180°,Bullet,CMOS,12V DC,IP67,-20°C to 50°C,-20°C to 80°C,200x200x200mm,1kg,Built-in microphone,No audio output,Non-PoE,None,External hard drive
661de14af4011c2dd68ffa5e,Device_37,1280x720,60 fps,Varifocal,6mm,Fixed,F4.0,Auto,0.01 lux,Off,3D DNR,On,Off,270°,PTZ,CCD,12V DC,IP65,-10°C to 60°C,0°C to 60°C,100x100x100mm,3kg,External microphone,No audio output,Non-PoE,None,Internal memory
661de14af4011c2dd68ffa5f,Device_38,1280x720,60 fps,Varifocal,6mm,Auto,F2.8,Night,0.05 lux,Off,3D DNR,Off,On,90°,Dome,CCD,PoE,IP65,0°C to 40°C,-20°C to 80°C,150x150x150mm,2kg,Built-in microphone,No audio output,Non-PoE,Bluetooth,Internal memory
661de14af4011c2dd68ffa60,Device_39,1920x1080,60 fps,Fixed,6mm,Fixed,F2.0,Day,0.05 lux,Off,3D DNR,On,Off,180°,Bullet,CMOS,24V AC,IP66,-10°C to 60°C,-40°C to 70°C,150x150x150mm,2kg,No audio input,Built-in speaker,PoE,Bluetooth,External hard drive
661de14af4011c2dd68ffa61,Device_40,2560x1440,120 fps,Fixed,8mm,Fixed,F2.0,Night,0.1 lux,On,2D DNR,On,Off,90°,Dome,CMOS,24V AC,IP65,0°C to 40°C,-20°C to 80°C,100x100x100mm,1kg,No audio input,Built-in speaker,PoE,None,MicroSD card
661de14af4011c2dd68ffa62,Device_41,2560x1440,30 fps,Fixed,8mm,Fixed,F2.8,Auto,0.05 lux,Off,3D DNR,On,On,270°,Bullet,CMOS,PoE,IP65,0°C to 40°C,0°C to 60°C,100x100x100mm,1kg,Built-in microphone,External speaker,Non-PoE,Bluetooth,MicroSD card
661de14af4011c2dd68ffa63,Device_42,2560x1440,120 fps,Varifocal,8mm,Auto,F2.0,Auto,0.01 lux,On,3D DNR,Off,Off,270°,Dome,CCD,24V AC,IP66,-10°C to 60°C,-20°C to 80°C,100x100x100mm,3kg,No audio input,External speaker,PoE,NFC,External hard drive
661de14af4011c2dd68ffa64,Device_43,2560x1440,60 fps,Fixed,8mm,Fixed,F2.0,Night,0.05 lux,Off,No DNR,On,On,180°,Bullet,CCD,24V AC,IP66,-10°C to 60°C,0°C to 60°C,100x100x100mm,1kg,External microphone,No audio output,PoE,Wi-Fi,MicroSD card
661de14af4011c2dd68ffa65,Device_44,1920x1080,120 fps,Varifocal,4mm,Fixed,F2.8,Day,0.01 lux,Off,3D DNR,Off,On,180°,PTZ,CMOS,12V DC,IP67,-20°C to 50°C,-20°C to 80°C,100x100x100mm,1kg,External microphone,No audio output,Non-PoE,None,Internal memory
661de14af4011c2dd68ffa66,Device_45,1280x720,60 fps,Varifocal,8mm,Auto,F2.8,Night,0.1 lux,Off,2D DNR,On,On,180°,PTZ,CCD,PoE,IP66,-20°C to 50°C,0°C to 60°C,150x150x150mm,2kg,No audio input,External speaker,PoE,Wi-Fi,External hard drive
661de14af4011c2dd68ffa67,Device_46,2560x1440,30 fps,Fixed,8mm,Auto,F2.8,Day,0.05 lux,On,No DNR,On,Off,270°,PTZ,CCD,PoE,IP66,0°C to 40°C,0°C to 60°C,150x150x150mm,1kg,Built-in microphone,No audio output,PoE,Bluetooth,Internal memory
661de14bf4011c2dd68ffa68,Device_47,1280x720,30 fps,Fixed,4mm,Fixed,F2.8,Auto,0.01 lux,Off,3D DNR,On,Off,270°,Dome,CMOS,24V AC,IP65,0°C to 40°C,0°C to 60°C,100x100x100mm,1kg,Built-in microphone,External speaker,PoE,Bluetooth,Internal memory
661de14bf4011c2dd68ffa69,Device_48,1920x1080,30 fps,Fixed,8mm,Auto,F2.0,Day,0.01 lux,Off,3D DNR,Off,Off,270°,Bullet,CCD,12V DC,IP67,-20°C to 50°C,0°C to 60°C,100x100x100mm,1kg,No audio input,Built-in speaker,PoE,Wi-Fi,External hard drive
661de14bf4011c2dd68ffa6a,Device_49,1280x720,120 fps,Fixed,6mm,Auto,F2.0,Auto,0.01 lux,On,No DNR,Off,On,180°,PTZ,CMOS,12V DC,IP65,-10°C to 60°C,-40°C to 70°C,200x200x200mm,3kg,Built-in microphone,No audio output,Non-PoE,NFC,Internal memory
661de14bf4011c2dd68ffa6b,Device_50,2560x1440,120 fps,Fixed,6mm,Auto,F2.0,Day,0.1 lux,On,3D DNR,Off,On,90°,Bullet,CCD,24V AC,IP66,0°C to 40°C,-20°C to 80°C,150x150x150mm,3kg,No audio input,Built-in speaker,PoE,Wi-Fi,SD card
661de14bf4011c2dd68ffa6c,Device_51,1920x1080,120 fps,Fixed,8mm,Auto,F4.0,Day,0.05 lux,On,3D DNR,On,On,270°,Bullet,CMOS,24V AC,IP65,0°C to 40°C,-40°C to 70°C,200x200x200mm,3kg,External microphone,Built-in speaker,PoE,Wi-Fi,SD card
661de14bf4011c2dd68ffa6d,Device_52,2560x1440,60 fps,Varifocal,4mm,Auto,F2.0,Day,0.05 lux,Off,No DNR,On,Off,90°,PTZ,CCD,PoE,IP67,-10°C to 60°C,-40°C to 70°C,100x100x100mm,1kg,External microphone,No audio output,PoE,None,Internal memory
661de14bf4011c2dd68ffa6e,Device_53,1280x720,60 fps,Fixed,4mm,Fixed,F2.8,Day,0.1 lux,Off,No DNR,On,On,270°,Dome,CMOS,24V AC,IP66,-10°C to 60°C,0°C to 60°C,100x100x100mm,1kg,External microphone,Built-in speaker,PoE,Wi-Fi,Internal memory
661de14bf4011c2dd68ffa6f,Device_54,2560x1440,30 fps,Varifocal,6mm,Fixed,F2.8,Day,0.05 lux,Off,2D DNR,Off,Off,90°,Bullet,CMOS,12V DC,IP67,-10°C to 60°C,0°C to 60°C,100x100x100mm,2kg,No audio input,No audio output,Non-PoE,None,MicroSD card
661de14bf4011c2dd68ffa70,Device_55,1280x720,30 fps,Fixed,8mm,Fixed,F4.0,Auto,0.05 lux,Off,2D DNR,On,Off,180°,Dome,CCD,PoE,IP66,-10°C to 60°C,-40°C to 70°C,200x200x200mm,1kg,No audio input,External speaker,PoE,None,Internal memory
661de14bf4011c2dd68ffa71,Device_56,1920x1080,60 fps,Varifocal,4mm,Auto,F2.8,Day,0.1 lux,On,2D DNR,On,Off,180°,PTZ,CCD,24V AC,IP65,0°C to 40°C,0°C to 60°C,100x100x100mm,3kg,External microphone,No audio output,PoE,Bluetooth,SD card
661de14bf4011c2dd68ffa72,Device_57,1280x720,120 fps,Fixed,6mm,Fixed,F2.8,Auto,0.1 lux,Off,No DNR,On,Off,90°,Dome,CCD,12V DC,IP67,-20°C to 50°C,0°C to 60°C,150x150x150mm,3kg,Built-in microphone,No audio output,Non-PoE,Bluetooth,MicroSD card
661de14bf4011c2dd68ffa73,Device_58,1280x720,120 fps,Varifocal,4mm,Auto,F4.0,Night,0.05 lux,On,3D DNR,Off,On,90°,PTZ,CCD,12V DC,IP67,-10°C to 60°C,0°C to 60°C,200x200x200mm,3kg,No audio input,Built-in speaker,Non-PoE,None,Internal memory
661de14bf4011c2dd68ffa74,Device_59,1920x1080,120 fps,Fixed,4mm,Auto,F2.8,Night,0.01 lux,Off,No DNR,Off,On,270°,PTZ,CCD,24V AC,IP66,-10°C to 60°C,-20°C to 80°C,100x100x100mm,3kg,No audio input,No audio output,Non-PoE,NFC,SD card
661de14bf4011c2dd68ffa75,Device_60,1920x1080,60 fps,Varifocal,4mm,Auto,F2.0,Night,0.01 lux,Off,2D DNR,Off,Off,270°,PTZ,CCD,12V DC,IP66,-20°C to 50°C,0°C to 60°C,150x150x150mm,3kg,Built-in microphone,Built-in speaker,PoE,None,Internal memory
661de14bf4011c2dd68ffa76,Device_61,1920x1080,60 fps,Fixed,4mm,Auto,F4.0,Night,0.05 lux,On,2D DNR,Off,Off,180°,Bullet,CCD,12V DC,IP66,-10°C to 60°C,0°C to 60°C,150x150x150mm,2kg,Built-in microphone,External speaker,Non-PoE,Bluetooth,External hard drive
661de14bf4011c2dd68ffa77,Device_62,1920x1080,120 fps,Varifocal,6mm,Auto,F2.8,Night,0.01 lux,Off,2D DNR,Off,Off,270°,Bullet,CMOS,12V DC,IP65,0°C to 40°C,-40°C to 70°C,150x150x150mm,1kg,External microphone,Built-in speaker,Non-PoE,NFC,SD card
661de14cf4011c2dd68ffa78,Device_63,1920x1080,120 fps,Varifocal,4mm,Fixed,F2.0,Auto,0.1 lux,Off,2D DNR,Off,On,270°,Dome,CMOS,PoE,IP65,-10°C to 60°C,0°C to 60°C,200x200x200mm,1kg,No audio input,Built-in speaker,Non-PoE,Wi-Fi,External hard drive
661de14cf4011c2dd68ffa79,Device_64,2560x1440,30 fps,Fixed,6mm,Auto,F2.0,Auto,0.1 lux,Off,3D DNR,On,On,270°,PTZ,CCD,12V DC,IP67,-20°C to 50°C,-20°C to 80°C,150x150x150mm,3kg,Built-in microphone,No audio output,Non-PoE,Wi-Fi,Internal memory
661de14cf4011c2dd68ffa7a,Device_65,1280x720,30 fps,Fixed,4mm,Auto,F4.0,Auto,0.1 lux,Off,No DNR,Off,Off,180°,Dome,CMOS,PoE,IP67,-10°C to 60°C,0°C to 60°C,150x150x150mm,2kg,Built-in microphone,Built-in speaker,Non-PoE,Wi-Fi,Internal memory
661de14cf4011c2dd68ffa7b,Device_66,1280x720,30 fps,Fixed,4mm,Auto,F2.8,Auto,0.1 lux,On,2D DNR,On,On,180°,PTZ,CCD,PoE,IP65,-20°C to 50°C,0°C to 60°C,100x100x100mm,3kg,No audio input,Built-in speaker,Non-PoE,NFC,SD card
661de14cf4011c2dd68ffa7c,Device_67,2560x1440,120 fps,Varifocal,4mm,Auto,F2.8,Night,0.05 lux,Off,No DNR,Off,Off,270°,PTZ,CMOS,12V DC,IP65,-10°C to 60°C,0°C to 60°C,150x150x150mm,3kg,Built-in microphone,Built-in speaker,PoE,Bluetooth,MicroSD card
661de14cf4011c2dd68ffa7d,Device_68,2560x1440,120 fps,Varifocal,6mm,Fixed,F4.0,Night,0.1 lux,On,No DNR,Off,On,180°,Bullet,CCD,24V AC,IP66,-10°C to 60°C,-20°C to 80°C,100x100x100mm,3kg,Built-in microphone,Built-in speaker,Non-PoE,Bluetooth,MicroSD card
661de14cf4011c2dd68ffa7e,Device_69,1280x720,60 fps,Varifocal,6mm,Auto,F4.0,Auto,0.01 lux,On,3D DNR,On,Off,270°,Dome,CMOS,12V DC,IP66,-10°C to 60°C,0°C to 60°C,200x200x200mm,1kg,Built-in microphone,No audio output,PoE,Wi-Fi,MicroSD card
661de14cf4011c2dd68ffa7f,Device_70,1920x1080,60 fps,Varifocal,6mm,Auto,F2.0,Auto,0.1 lux,Off,3D DNR,On,On,90°,Bullet,CCD,24V AC,IP66,0°C to 40°C,-20°C to 80°C,100x100x100mm,2kg,External microphone,Built-in speaker,Non-PoE,Wi-Fi,MicroSD card
661de14cf4011c2dd68ffa80,Device_71,2560x1440,120 fps,Varifocal,8mm,Fixed,F2.0,Night,0.1 lux,On,2D DNR,On,Off,90°,Bullet,CCD,12V DC,IP65,0°C to 40°C,-20°C to 80°C,100x100x100mm,1kg,External microphone,External speaker,PoE,None,Internal memory
661de14cf4011c2dd68ffa81,Device_72,1920x1080,120 fps,Fixed,6mm,Fixed,F2.0,Night,0.01 lux,Off,No DNR,On,Off,90°,Bullet,CMOS,12V DC,IP67,0°C to 40°C,0°C to 60°C,100x100x100mm,2kg,Built-in microphone,No audio output,Non-PoE,NFC,External hard drive
661de14cf4011c2dd68ffa82,Device_73,1920x1080,120 fps,Varifocal,6mm,Auto,F2.0,Day,0.01 lux,Off,No DNR,Off,On,180°,Dome,CMOS,PoE,IP66,0°C to 40°C,-40°C to 70°C,150x150x150mm,1kg,External microphone,Built-in speaker,Non-PoE,NFC,External hard drive
661de14cf4011c2dd68ffa83,Device_74,2560x1440,60 fps,Fixed,6mm,Auto,F2.8,Auto,0.1 lux,On,2D DNR,On,Off,270°,PTZ,CCD,12V DC,IP67,-10°C to 60°C,-20°C to 80°C,100x100x100mm,1kg,No audio input,External speaker,Non-PoE,Bluetooth,Internal memory
661de14cf4011c2dd68ffa84,Device_75,1920x1080,120 fps,Varifocal,8mm,Auto,F2.0,Auto,0.1 lux,Off,3D DNR,Off,On,270°,Dome,CCD,PoE,IP67,-20°C to 50°C,-20°C to 80°C,100x100x100mm,2kg,No audio input,No audio output,Non-PoE,Bluetooth,External hard drive
661de14cf4011c2dd68ffa85,Device_76,1920x1080,30 fps,Varifocal,6mm,Fixed,F2.8,Day,0.1 lux,Off,3D DNR,Off,On,90°,Bullet,CCD,24V AC,IP65,-20°C to 50°C,-40°C to 70°C,150x150x150mm,1kg,Built-in microphone,No audio output,PoE,None,Internal memory
661de14cf4011c2dd68ffa86,Device_77,2560x1440,60 fps,Fixed,8mm,Auto,F2.8,Day,0.01 lux,On,2D DNR,On,On,270°,PTZ,CMOS,PoE,IP66,-10°C to 60°C,-40°C to 70°C,150x150x150mm,2kg,Built-in microphone,External speaker,PoE,Wi-Fi,External hard drive
661de14cf4011c2dd68ffa87,Device_78,2560x1440,30 fps,Varifocal,8mm,Fixed,F2.8,Night,0.05 lux,Off,2D DNR,Off,Off,180°,Dome,CCD,24V AC,IP66,-20°C to 50°C,0°C to 60°C,100x100x100mm,2kg,Built-in microphone,External speaker,Non-PoE,Wi-Fi,External hard drive
661de14cf4011c2dd68ffa88,Device_79,1280x720,120 fps,Fixed,6mm,Auto,F2.8,Night,0.05 lux,Off,No DNR,On,Off,270°,Bullet,CCD,24V AC,IP66,-10°C to 60°C,-40°C to 70°C,150x150x150mm,2kg,External microphone,Built-in speaker,PoE,Bluetooth,SD card
661de14df4011c2dd68ffa89,Device_80,1280x720,120 fps,Varifocal,4mm,Auto,F2.8,Night,0.05 lux,On,No DNR,Off,On,90°,Dome,CCD,12V DC,IP67,-20°C to 50°C,0°C to 60°C,100x100x100mm,2kg,Built-in microphone,Built-in speaker,PoE,None,Internal memory
661de14df4011c2dd68ffa8a,Device_81,1920x1080,30 fps,Fixed,6mm,Auto,F2.0,Auto,0.05 lux,On,3D DNR,On,On,180°,Bullet,CCD,12V DC,IP67,0°C to 40°C,-20°C to 80°C,150x150x150mm,2kg,External microphone,Built-in speaker,PoE,NFC,Internal memory
661de14df4011c2dd68ffa8b,Device_82,1920x1080,60 fps,Fixed,8mm,Fixed,F4.0,Night,0.1 lux,Off,No DNR,On,On,180°,Bullet,CMOS,12V DC,IP66,-20°C to 50°C,0°C to 60°C,150x150x150mm,1kg,External microphone,Built-in speaker,Non-PoE,NFC,MicroSD card
661de14df4011c2dd68ffa8c,Device_83,1920x1080,120 fps,Fixed,8mm,Fixed,F2.8,Auto,0.1 lux,On,3D DNR,Off,Off,270°,Dome,CCD,PoE,IP65,-10°C to 60°C,0°C to 60°C,150x150x150mm,3kg,External microphone,No audio output,Non-PoE,NFC,External hard drive
661de14df4011c2dd68ffa8d,Device_84,1280x720,60 fps,Fixed,8mm,Auto,F2.0,Day,0.01 lux,Off,2D DNR,On,Off,180°,PTZ,CMOS,PoE,IP67,0°C to 40°C,-40°C to 70°C,200x200x200mm,1kg,Built-in microphone,No audio output,PoE,Wi-Fi,MicroSD card
661de14df4011c2dd68ffa8e,Device_85,1920x1080,30 fps,Varifocal,6mm,Fixed,F4.0,Night,0.05 lux,Off,3D DNR,On,Off,270°,PTZ,CCD,24V AC,IP66,0°C to 40°C,-20°C to 80°C,200x200x200mm,3kg,Built-in microphone,Built-in speaker,PoE,None,External hard drive
661de14df4011c2dd68ffa8f,Device_86,1280x720,120 fps,Fixed,6mm,Auto,F4.0,Day,0.01 lux,On,No DNR,Off,On,180°,PTZ,CCD,PoE,IP67,-20°C to 50°C,-20°C to 80°C,100x100x100mm,3kg,Built-in microphone,Built-in speaker,PoE,None,Internal memory
661de14df4011c2dd68ffa90,Device_87,1920x1080,120 fps,Fixed,4mm,Fixed,F2.0,Night,0.05 lux,Off,No DNR,On,Off,270°,Dome,CMOS,PoE,IP67,-10°C to 60°C,0°C to 60°C,100x100x100mm,3kg,External microphone,No audio output,Non-PoE,None,SD card
